"Wellbore.name","NPDCode","Year","Month","On.Stream","Oil","Gas","Water","GI","WI"
"15/9-F-14",5351,2013,5,"733.50001","27661.53","4525932.12","109553.2","NULL","NULL"
"15/9-F-4",5693,2013,5,"681.80001","NULL","NULL","NULL","NULL","156535.024062083"
"15/9-F-5",5769,2013,5,"681.3","NULL","NULL","NULL","NULL","170935.465968125"
"15/9-F-12",5599,2013,6,"566.675","11899.57","2037219.83","112559.07","NULL","NULL"
"15/9-F-14",5351,2013,6,"630.08333","22298.26","3652742.89","93413.24","NULL","NULL"
"15/9-F-4",5693,2013,6,"573.33333","NULL","NULL","NULL","NULL","132162.427204167"
"15/9-F-5",5769,2013,6,"573.24999","NULL","NULL","NULL","NULL","138629.205471875"
"15/9-F-11",7078,2013,7,"112.91514","3923.08","590504.52","0","NULL","NULL"
"15/9-F-12",5599,2013,7,"581.275","11861.63","1919702.47","112172.58","NULL","NULL"
"15/9-F-14",5351,2013,7,"660.84167","22602.78","3553396.55","94589.45","NULL","NULL"
"15/9-F-4",5693,2013,7,"652.70833","NULL","NULL","NULL","NULL","133542.635932292"
"15/9-F-5",5769,2013,7,"654.29167","NULL","NULL","NULL","NULL","131248.921444167"
"15/9-F-11",7078,2013,8,"586.71667","25496.07","3871942.31","520.01","NULL","NULL"
"15/9-F-12",5599,2013,8,"687.97685","15147.18","2354241.49","152994.91","NULL","NULL"
"15/9-F-14",5351,2013,8,"687.825","21666.9","3259563.55","91453.17","NULL","NULL"
"15/9-F-4",5693,2013,8,"689.71666","NULL","NULL","NULL","NULL","156070.855948125"
"15/9-F-5",5769,2013,8,"687.05","NULL","NULL","NULL","NULL","185791.651601042"
"15/9-F-11",7078,2013,9,"538.91667","23775.08","3661574","1573.61","NULL","NULL"
"15/9-F-12",5599,2013,9,"589.985","9223.53","1446819.31","104678.41","NULL","NULL"
"15/9-F-14",5351,2013,9,"626.825","17870.72","2707856.27","92677.05","NULL","NULL"
"15/9-F-4",5693,2013,9,"608.44167","NULL","NULL","NULL","NULL","130322.732728125"
"15/9-F-5",5769,2013,9,"608.925","NULL","NULL","NULL","NULL","141322.974441042"
"15/9-F-11",7078,2013,10,"678.49991","34114.5","5272724.29","1926.53","NULL","NULL"
"15/9-F-12",5599,2013,10,"680","8305.01","1283583.5","137534.62","NULL","NULL"
"15/9-F-14",5351,2013,10,"658.66666","18441.11","2757135.18","96753.57","NULL","NULL"
"15/9-F-4",5693,2013,10,"650.41667","NULL","NULL","NULL","NULL","144742.567870833"
"15/9-F-5",5769,2013,10,"654.41668","NULL","NULL","NULL","NULL","167622.051632708"
"15/9-F-11",7078,2013,11,"712","35386.35","5413486.14","3791.22","NULL","NULL"
"15/9-F-12",5599,2013,11,"648.64167","7170.56","1102962.23","122993.19","NULL","NULL"
"15/9-F-14",5351,2013,11,"681.25","19248.66","2853579.7","103737.87","NULL","NULL"
"15/9-F-4",5693,2013,11,"682.33333","NULL","NULL","NULL","NULL","155972.70506125"
"15/9-F-5",5769,2013,11,"681.66667","NULL","NULL","NULL","NULL","167983.460903542"
"15/9-F-11",7078,2013,12,"662.08335","33405.75","5190658.82","4963.26","NULL","NULL"
"15/9-F-12",5599,2013,12,"633.4","7079.52","1101388.53","125859.26","NULL","NULL"
"15/9-F-14",5351,2013,12,"630.08333","15495.97","2330523.99","97307.32","NULL","NULL"
"15/9-F-4",5693,2013,12,"676.24999","NULL","NULL","NULL","NULL","148594.157254167"
"15/9-F-5",5769,2013,12,"676.25","NULL","NULL","NULL","NULL","169674.005445625"
"15/9-F-11",7078,2014,1,"668.08333","34552.37","5193353.22","4343.49","NULL","NULL"
"15/9-F-12",5599,2014,1,"486.14168","4997.24","766195.72","87030.26","NULL","NULL"
"15/9-F-14",5351,2014,1,"673.25","16686.58","2426753.21","106725.74","NULL","NULL"
"15/9-F-15 D",7289,2014,1,"339.91667","5674.63","820968.96","0","NULL","NULL"
"15/9-F-4",5693,2014,1,"682.08334","NULL","NULL","NULL","NULL","147807.99611625"
"15/9-F-5",5769,2014,1,"661.16667","NULL","NULL","NULL","NULL","139161.964208125"
"15/9-F-11",7078,2014,2,"562.66666","28189.97","4255282.68","2841.37","NULL","NULL"
"15/9-F-12",5599,2014,2,"561.9","6101.4","921967.01","110297.86","NULL","NULL"
"15/9-F-14",5351,2014,2,"598.60834","14766.13","2161271.57","96430.28","NULL","NULL"
"15/9-F-15 D",7289,2014,2,"595.65001","7898.6","1196183.89","0","NULL","NULL"
"15/9-F-4",5693,2014,2,"579.105","NULL","NULL","NULL","NULL","131023.21384"
"15/9-F-5",5769,2014,2,"580.60833","NULL","NULL","NULL","NULL","139875.109217292"
"15/9-F-11",7078,2014,3,"655.49999","33290.79","5039849.75","3692.22","NULL","NULL"
"15/9-F-12",5599,2014,3,"656.72426","6835.66","1036071.18","127351.18","NULL","NULL"
"15/9-F-14",5351,2014,3,"677.16666","14954.84","2196383.02","101501.18","NULL","NULL"
"15/9-F-15 D",7289,2014,3,"670.75","7081.47","1076363.95","0","NULL","NULL"
"15/9-F-4",5693,2014,3,"685.99999","NULL","NULL","NULL","NULL","154097.211248687"
"15/9-F-5",5769,2014,3,"691.41667","NULL","NULL","NULL","NULL","168354.400344828"
"15/9-F-1 C",7405,2014,4,"227.5","11142.47","1597936.65","0","NULL","NULL"
"15/9-F-11",7078,2014,4,"691.51685","35428.73","5301958.8","4124.45","NULL","NULL"
"15/9-F-12",5599,2014,4,"693.01833","5892.01","883605","141144.82","NULL","NULL"
"15/9-F-14",5351,2014,4,"701.45833","16572.24","2398888.09","104862.29","NULL","NULL"
"15/9-F-15 D",7289,2014,4,"700.875","7163.3","1074270.33","0","NULL","NULL"
"15/9-F-4",5693,2014,4,"707.54167","NULL","NULL","NULL","NULL","185314.470035208"
"15/9-F-5",5769,2014,4,"707.54167","NULL","NULL","NULL","NULL","170365.945108333"
"15/9-F-1 C",7405,2014,5,"733.83334","24901.95","3496229.65","783.48","NULL","NULL"
"15/9-F-11",7078,2014,5,"731.5","34831.88","4902619.28","5017.47","NULL","NULL"
"15/9-F-12",5599,2014,5,"427.32999","3237.7","469664","88748.26","NULL","NULL"
"15/9-F-14",5351,2014,5,"701.5","13637.02","1943519.37","98851.21","NULL","NULL"
"15/9-F-15 D",7289,2014,5,"744","7218.61","1014000.02","0","NULL","NULL"
"15/9-F-4",5693,2014,5,"606.33334","NULL","NULL","NULL","NULL","156189.176303932"
"15/9-F-5",5769,2014,5,"606.33334","NULL","NULL","NULL","NULL","155443.530097708"
"15/9-F-1 C",7405,2014,6,"705.91666","19617.76","2886661.69","2068.48","NULL","NULL"
"15/9-F-11",7078,2014,6,"709.33333","33898.64","4990684.52","6083.59","NULL","NULL"
"15/9-F-12",5599,2014,6,"707.33333","5751.2","846733.74","152034.68","NULL","NULL"
"15/9-F-14",5351,2014,6,"710","13257.99","1951326.48","103420.97","NULL","NULL"
"15/9-F-15 D",7289,2014,6,"709.33334","7012.55","1032224.48","0","NULL","NULL"
"15/9-F-4",5693,2014,6,"697.99643","NULL","NULL","NULL","NULL","202240.5579125"
"15/9-F-5",5769,2014,6,"699.08333","NULL","NULL","NULL","NULL","170548.081449375"
"15/9-F-1 C",7405,2014,7,"742.41666","15085.68","2249365.75","6243.98","NULL","NULL"
"15/9-F-11",7078,2014,7,"742.66667","33760.33","5035917.29","6800.85","NULL","NULL"
"15/9-F-12",5599,2014,7,"743.16667","5791.84","864045.93","152314.38","NULL","NULL"
"15/9-F-14",5351,2014,7,"743.08334","13495.98","2012912.64","99765.12","NULL","NULL"
"15/9-F-15 D",7289,2014,7,"732.66639","6847.42","1021004.31","0","NULL","NULL"
"15/9-F-4",5693,2014,7,"742.16667","NULL","NULL","NULL","NULL","226583.879235"
"15/9-F-5",5769,2014,7,"742.33334","NULL","NULL","NULL","NULL","149633.537327292"
"15/9-F-1 C",7405,2014,8,"432.99166","6970.43","1048190.8","4529.75","NULL","NULL"
"15/9-F-11",7078,2014,8,"599.11669","26037.54","4033770.42","6076.52","NULL","NULL"
"15/9-F-12",5599,2014,8,"593.36666","4448.49","704538.16","126629.09","NULL","NULL"
"15/9-F-14",5351,2014,8,"599.78333","8443.73","1333766.64","82815.84","NULL","NULL"
"15/9-F-15 D",7289,2014,8,"433.325","3475.39","526611.07","0","NULL","NULL"
"15/9-F-4",5693,2014,8,"607.30001","NULL","NULL","NULL","NULL","184109.826053542"
"15/9-F-5",5769,2014,8,"606.37964","NULL","NULL","NULL","NULL","122109.851845"
"15/9-F-1 C",7405,2014,9,"630.3","9168.43","1414099.99","8317.59","NULL","NULL"
"15/9-F-11",7078,2014,9,"690.66667","33221.64","5220328.68","8349.05","NULL","NULL"
"15/9-F-12",5599,2014,9,"685.83333","5062.59","803970.67","149375.78","NULL","NULL"
"15/9-F-14",5351,2014,9,"689.66666","9622.21","1516704.37","97941.37","NULL","NULL"
"15/9-F-15 D",7289,2014,9,"647.45834","5314.55","833248.65","0","NULL","NULL"
"15/9-F-4",5693,2014,9,"693.33333","NULL","NULL","NULL","NULL","199867.76395625"
"15/9-F-5",5769,2014,9,"691.49999","NULL","NULL","NULL","NULL","160662.468334167"
"15/9-F-1 C",7405,2014,10,"745","9468.06","1462063.99","10364.87","NULL","NULL"
"15/9-F-11",7078,2014,10,"745","33851.72","5237208.3","10287.9","NULL","NULL"
"15/9-F-12",5599,2014,10,"745","5385.61","833120.57","155365.68","NULL","NULL"
"15/9-F-14",5351,2014,10,"745","10076.22","1558794.24","104963.4","NULL","NULL"
"15/9-F-15 D",7289,2014,10,"733.33333","5732.97","886879.16","182.78","NULL","NULL"
"15/9-F-4",5693,2014,10,"742.33334","NULL","NULL","NULL","NULL","219621.858703883"
"15/9-F-5",5769,2014,10,"741.83334","NULL","NULL","NULL","NULL","166833.313911608"
"15/9-F-1 C",7405,2014,11,"579.775","6710.33","1044188.3","7234.24","NULL","NULL"
"15/9-F-11",7078,2014,11,"692.39181","26611.5","4153116.29","9403.58","NULL","NULL"
"15/9-F-12",5599,2014,11,"580.94167","4495.06","700998.22","114660.7","NULL","NULL"
"15/9-F-14",5351,2014,11,"708.5","10386.41","1643092.74","103384.87","NULL","NULL"
"15/9-F-15 D",7289,2014,11,"597.375","4716.31","732052.12","192.87","NULL","NULL"
"15/9-F-4",5693,2014,11,"619.88333","NULL","NULL","NULL","NULL","166856.737742917"
"15/9-F-5",5769,2014,11,"660.55833","NULL","NULL","NULL","NULL","146406.909840417"
"15/9-F-1 C",7405,2014,12,"27.5","120.29","25857.08","183.44","NULL","NULL"
"15/9-F-11",7078,2014,12,"733.8582","8547.92","1413111.64","3079.05","NULL","NULL"
"15/9-F-12",5599,2014,12,"0","0","0","0","NULL","NULL"
"15/9-F-14",5351,2014,12,"740.83334","9665.11","1601950.3","100254.94","NULL","NULL"
"15/9-F-15 D",7289,2014,12,"0","0","0","0","NULL","NULL"
"15/9-F-4",5693,2014,12,"292.05833","NULL","NULL","NULL","NULL","66671.23168125"
"15/9-F-5",5769,2014,12,"394.325","NULL","NULL","NULL","NULL","95714.3667791667"
"15/9-F-1 C",7405,2015,1,"479.91667","10875.53","1604934.6","6850.8","NULL","NULL"
"15/9-F-11",7078,2015,1,"708.33333","29561.8","4358978.95","13860.6","NULL","NULL"
"15/9-F-12",5599,2015,1,"715.58333","25712.55","3780459.43","11588.22","NULL","NULL"
"15/9-F-14",5351,2015,1,"718.13333","9120.98","1357132.6","95024.85","NULL","NULL"
"15/9-F-15 D",7289,2015,1,"697.46666","5975.51","878873.59","207.79","NULL","NULL"
"15/9-F-4",5693,2015,1,"675.88334","NULL","NULL","NULL","NULL","81160.8992102083"
"15/9-F-5",5769,2015,1,"702.63334","NULL","NULL","NULL","NULL","116851.662329792"
"15/9-F-1 C",7405,2015,2,"437.41667","9586.64","1439453.67","10744.99","NULL","NULL"
"15/9-F-11",7078,2015,2,"632.16667","25347.22","3836073.69","14061.01","NULL","NULL"
"15/9-F-12",5599,2015,2,"622.79666","19578.55","2960674.24","15115.5","NULL","NULL"
"15/9-F-14",5351,2015,2,"655.05833","7178.8","1092571.04","91844.46","NULL","NULL"
"15/9-F-15 D",7289,2015,2,"649.39166","4581.29","696960.15","258.99","NULL","NULL"
"15/9-F-4",5693,2015,2,"588.88334","NULL","NULL","NULL","NULL","126376.884487292"
"15/9-F-5",5769,2015,2,"583.88333","NULL","NULL","NULL","NULL","122957.754829792"
"15/9-F-1 C",7405,2015,3,"320.20833","5879.22","856681.45","11607.44","NULL","NULL"
"15/9-F-11",7078,2015,3,"743.83333","44316.19","6516700.49","19387.3","NULL","NULL"
"15/9-F-12",5599,2015,3,"665.125","19341.43","2853432.83","19255.66","NULL","NULL"
"15/9-F-14",5351,2015,3,"744","8069.04","1195524.25","107454.33","NULL","NULL"
"15/9-F-15 D",7289,2015,3,"665.66667","4133.47","610220.42","309.74","NULL","NULL"
"15/9-F-4",5693,2015,3,"744","NULL","NULL","NULL","NULL","137054.803790462"
"15/9-F-5",5769,2015,3,"744","NULL","NULL","NULL","NULL","127803.687132717"
"15/9-F-1 C",7405,2015,4,"262.83333","3924.18","566709.81","9815.16","NULL","NULL"
"15/9-F-11",7078,2015,4,"720","54555.76","7956467.49","23839.72","NULL","NULL"
"15/9-F-12",5599,2015,4,"720","19796.56","2889394.96","20808.06","NULL","NULL"
"15/9-F-14",5351,2015,4,"720","7687.2","1121236.5","101303.06","NULL","NULL"
"15/9-F-15 D",7289,2015,4,"720","4259.92","621371.14","318.03","NULL","NULL"
"15/9-F-4",5693,2015,4,"707.66667","NULL","NULL","NULL","NULL","143683.084076667"
"15/9-F-5",5769,2015,4,"707.66667","NULL","NULL","NULL","NULL","146997.138336042"
"15/9-F-1 C",7405,2015,5,"181.08333","3832.69","559060.34","6167.47","NULL","NULL"
"15/9-F-11",7078,2015,5,"744","55029.22","8027510.44","24425.53","NULL","NULL"
"15/9-F-12",5599,2015,5,"744","16996.48","2479620.4","25200.83","NULL","NULL"
"15/9-F-14",5351,2015,5,"744","7147.79","1042506.82","102927.47","NULL","NULL"
"15/9-F-15 D",7289,2015,5,"737.16667","4057.96","591890.28","301.77","NULL","NULL"
"15/9-F-4",5693,2015,5,"744","NULL","NULL","NULL","NULL","128648.16758"
"15/9-F-5",5769,2015,5,"744","NULL","NULL","NULL","NULL","135253.88426375"
"15/9-F-1 C",7405,2015,6,"466.44986","6344.5","925337.48","14548.69","NULL","NULL"
"15/9-F-11",7078,2015,6,"718.81667","48231.1","7065851.59","22891.62","NULL","NULL"
"15/9-F-12",5599,2015,6,"709.31667","19536.3","2859707.1","32902.68","NULL","NULL"
"15/9-F-14",5351,2015,6,"718.81667","6069.93","889055.86","100367.07","NULL","NULL"
"15/9-F-15 D",7289,2015,6,"718.98334","3665.8","537022.8","291.57","NULL","NULL"
"15/9-F-4",5693,2015,6,"717.45","NULL","NULL","NULL","NULL","161283.087375833"
"15/9-F-5",5769,2015,6,"717.45","NULL","NULL","NULL","NULL","146025.800912917"
"15/9-F-1 C",7405,2015,7,"241.66667","2093.95","315178.96","8454.26","NULL","NULL"
"15/9-F-11",7078,2015,7,"744","43784.66","6508853.29","36195.93","NULL","NULL"
"15/9-F-12",5599,2015,7,"744","19157.45","2846820.92","36480.53","NULL","NULL"
"15/9-F-14",5351,2015,7,"741.04194","6720.74","999142.24","96224.54","NULL","NULL"
"15/9-F-15 D",7289,2015,7,"420.18361","2238.45","329941.91","184.75","NULL","NULL"
"15/9-F-4",5693,2015,7,"739.675","NULL","NULL","NULL","NULL","156312.540311667"
"15/9-F-5",5769,2015,7,"739.675","NULL","NULL","NULL","NULL","117659.770350208"
"15/9-F-1 C",7405,2015,8,"147.79167","2871.02","427692.59","5334.03","NULL","NULL"
"15/9-F-11",7078,2015,8,"632.01681","31498.15","4769902.18","31870.44","NULL","NULL"
"15/9-F-12",5599,2015,8,"636.68333","13473.27","2047120.71","31629.02","NULL","NULL"
"15/9-F-14",5351,2015,8,"629.39181","4876.31","737504.53","79596.64","NULL","NULL"
"15/9-F-15 D",7289,2015,8,"276.29097","3577.67","542285.92","1856.58","NULL","NULL"
"15/9-F-4",5693,2015,8,"614.66736","NULL","NULL","NULL","NULL","114753.050129375"
"15/9-F-5",5769,2015,8,"606.19972","NULL","NULL","NULL","NULL","113141.006224167"
"15/9-F-1 C",7405,2015,9,"384.4668","6460.27","961548.42","14767.12","NULL","NULL"
"15/9-F-11",7078,2015,9,"718.72458","31424.59","4748109.86","37411.85","NULL","NULL"
"15/9-F-12",5599,2015,9,"719.32486","12494.51","1888048.66","35065.36","NULL","NULL"
"15/9-F-14",5351,2015,9,"719.07486","5300.41","799234.86","84511.31","NULL","NULL"
"15/9-F-15 D",7289,2015,9,"719.15805","7417.35","1121246.68","3986.62","NULL","NULL"
"15/9-F-4",5693,2015,9,"715.98376","NULL","NULL","NULL","NULL","133755.403172083"
"15/9-F-5",5769,2015,9,"711.73376","NULL","NULL","NULL","NULL","128260.871127292"
"15/9-F-1 C",7405,2015,10,"367.79986","4085.8","631372.56","13538.71","NULL","NULL"
"15/9-F-11",7078,2015,10,"626.89181","29724.78","4501570.02","38022.56","NULL","NULL"
"15/9-F-12",5599,2015,10,"738.66667","11888.63","1821328.15","38151.12","NULL","NULL"
"15/9-F-14",5351,2015,10,"741.91667","5634.86","863230.28","97864.97","NULL","NULL"
"15/9-F-15 D",7289,2015,10,"743.16667","6346.83","972413.69","3628.62","NULL","NULL"
"15/9-F-4",5693,2015,10,"728.59946","NULL","NULL","NULL","NULL","135860.216532925"
"15/9-F-5",5769,2015,10,"724.40764","NULL","NULL","NULL","NULL","134374.871169767"
"15/9-F-1 C",7405,2015,11,"301.25833","3332.05","508384.43","11682.31","NULL","NULL"
"15/9-F-11",7078,2015,11,"671.3082","36410.23","5558573.35","57058.61","NULL","NULL"
"15/9-F-12",5599,2015,11,"719.50001","11369.48","1748311.35","37662.5","NULL","NULL"
"15/9-F-14",5351,2015,11,"719.50001","5431.56","835108.42","96061.08","NULL","NULL"
"15/9-F-15 D",7289,2015,11,"438.72541","3926.01","605737.54","2740.47","NULL","NULL"
"15/9-F-4",5693,2015,11,"698.5","NULL","NULL","NULL","NULL","160504.982634792"
"15/9-F-5",5769,2015,11,"642.93334","NULL","NULL","NULL","NULL","134602.940903542"
"15/9-F-1 C",7405,2015,12,"197.65833","2949.42","454911.3","6231.55","NULL","NULL"
"15/9-F-11",7078,2015,12,"740.16667","35933.9","5504665.46","62976.28","NULL","NULL"
"15/9-F-12",5599,2015,12,"731.33334","10855.97","1662453.18","37288","NULL","NULL"
"15/9-F-14",5351,2015,12,"740.5","5158.09","790131.36","94593.75","NULL","NULL"
"15/9-F-15 D",7289,2015,12,"541.175","4919.04","751606.71","5075.94","NULL","NULL"
"15/9-F-4",5693,2015,12,"739.24999","NULL","NULL","NULL","NULL","152921.636901458"
"15/9-F-5",5769,2015,12,"739.24999","NULL","NULL","NULL","NULL","145383.330627292"
"15/9-F-1 C",7405,2016,1,"387.68334","2981.44","471675.96","14036.28","NULL","NULL"
"15/9-F-11",7078,2016,1,"736.49999","31603.26","4949940.78","67980.66","NULL","NULL"
"15/9-F-12",5599,2016,1,"736.49999","9494.98","1487340.06","38969.86","NULL","NULL"
"15/9-F-14",5351,2016,1,"736.33332","4606.3","721123.87","97147.72","NULL","NULL"
"15/9-F-15 D",7289,2016,1,"350.4","2890.93","445568.02","3648.91","NULL","NULL"
"15/9-F-4",5693,2016,1,"721.33333","NULL","NULL","NULL","NULL","152129.935574583"
"15/9-F-5",5769,2016,1,"721.41666","NULL","NULL","NULL","NULL","148394.556099792"
"15/9-F-1 C",7405,2016,2,"484.48332","4718.03","742339.77","15945.73","NULL","NULL"
"15/9-F-11",7078,2016,2,"695.58333","25954.57","4093286.56","66610.49","NULL","NULL"
"15/9-F-12",5599,2016,2,"695.58333","7644.12","1205549.1","35253.46","NULL","NULL"
"15/9-F-14",5351,2016,2,"695.58333","3941.77","621658.73","86357.85","NULL","NULL"
"15/9-F-15 D",7289,2016,2,"694.75","5109.33","805794.85","5891.02","NULL","NULL"
"15/9-F-4",5693,2016,2,"693.41667","NULL","NULL","NULL","NULL","148078.126220417"
"15/9-F-5",5769,2016,2,"691.25002","NULL","NULL","NULL","NULL","164188.597139375"
"15/9-F-1 C",7405,2016,3,"356.75833","2917.5","476830.19","13410.89","NULL","NULL"
"15/9-F-11",7078,2016,3,"743","25023.66","4032038.1","76636.96","NULL","NULL"
"15/9-F-12",5599,2016,3,"743","7359.93","1185893.56","40507.21","NULL","NULL"
"15/9-F-14",5351,2016,3,"737.66666","3753.8","604911.16","98119.24","NULL","NULL"
"15/9-F-15 D",7289,2016,3,"550.65832","3747.55","600593.91","5035.04","NULL","NULL"
"15/9-F-4",5693,2016,3,"743","NULL","NULL","NULL","NULL","141201.785620625"
"15/9-F-5",5769,2016,3,"743","NULL","NULL","NULL","NULL","139810.591270625"
"15/9-F-1 C",7405,2016,4,"140.82499","1671.69","274213.17","4441.13","NULL","NULL"
"15/9-F-11",7078,2016,4,"579.08332","13429","2194427.05","57931.66","NULL","NULL"
"15/9-F-12",5599,2016,4,"718.83333","6152.17","1015034.36","37126.04","NULL","NULL"
"15/9-F-14",5351,2016,4,"715.83333","3112.41","514414.42","91934.95","NULL","NULL"
"15/9-F-15 D",7289,2016,4,"576.50834","4544.16","751127.49","5688.1","NULL","NULL"
"15/9-F-4",5693,2016,4,"701.83333","NULL","NULL","NULL","NULL","220078.315135417"
"15/9-F-5",5769,2016,4,"345.41668","3400.61","538638.56","2380.78","NULL","20226.95879"
"15/9-F-11",7078,2016,5,"744","15528.75","2450713.77","73445.23","NULL","NULL"
"15/9-F-12",5599,2016,5,"740.5","5865.13","925513.84","36147.78","NULL","NULL"
"15/9-F-14",5351,2016,5,"738","3212.96","506857.03","89415.55","NULL","NULL"
"15/9-F-15 D",7289,2016,5,"677.16667","4699.01","740192.61","6004.13","NULL","NULL"
"15/9-F-4",5693,2016,5,"744","NULL","NULL","NULL","NULL","269279.176161042"
"15/9-F-5",5769,2016,5,"732","9724.4","1534677.16","3949.9","NULL","0"
"15/9-F-11",7078,2016,6,"718.41667","14590.61","2349131.22","71699.35","NULL","NULL"
"15/9-F-12",5599,2016,6,"703.25833","5408.31","870533.4","34608.45","NULL","NULL"
"15/9-F-14",5351,2016,6,"716.08333","3075.03","495103.7","88380.72","NULL","NULL"
"15/9-F-15 D",7289,2016,6,"604.91666","3463.91","555535.97","5390.5","NULL","NULL"
"15/9-F-4",5693,2016,6,"708.58333","NULL","NULL","NULL","NULL","257281.260869792"
"15/9-F-5",5769,2016,6,"718.41667","9121.48","1468557.12","2376.93","NULL","NULL"
"15/9-F-11",7078,2016,7,"740.00101","14384.88","2309447.47","77084.72","NULL","NULL"
"15/9-F-12",5599,2016,7,"703.72593","4533.82","729319.16","29940.18","NULL","NULL"
"15/9-F-14",5351,2016,7,"301.225","1326.86","215288.52","37892.52","NULL","NULL"
"15/9-F-15 D",7289,2016,7,"138.375","828.57","133160.33","1172.18","NULL","NULL"
"15/9-F-4",5693,2016,7,"608.64998","NULL","NULL","NULL","NULL","197975.70744"
"15/9-F-5",5769,2016,7,"668.64168","9985.29","1602674.39","2453.71","NULL","0"
"15/9-F-11",7078,2016,8,"743.66667","14583.73","2341371.55","87762.19","NULL","NULL"
"15/9-F-12",5599,2016,8,"285.89167","1442.03","232557.71","10937.14","NULL","NULL"
"15/9-F-14",5351,2016,8,"0","0","0","0","NULL","NULL"
"15/9-F-15 D",7289,2016,8,"0","0","0","0","NULL","NULL"
"15/9-F-4",5693,2016,8,"656.58333","NULL","NULL","NULL","NULL","132382.877395208"
"15/9-F-5",5769,2016,8,"608.425","8928.9","1417278.51","2371.86","NULL","0"
"15/9-F-11",7078,2016,9,"392.27514","8609.18","1458816.35","46779.39","NULL","NULL"
"15/9-F-12",5599,2016,9,"0","0","0","0","NULL","NULL"
"15/9-F-14",5351,2016,9,"0","0","0","0","NULL","NULL"
"15/9-F-15 D",7289,2016,9,"0","0","0","0","NULL","NULL"
"15/9-F-4",5693,2016,9,"340.10833","NULL","NULL","NULL","NULL","61200.8759954167"
"15/9-F-5",5769,2016,9,"0","0","0","0","NULL","0"
"15/9-F-4",5693,2016,10,"NULL","NULL","NULL","NULL","NULL","NULL"
"15/9-F-4",5693,2016,11,"NULL","NULL","NULL","NULL","NULL","NULL"
"15/9-F-4",5693,2016,12,"NULL","NULL","NULL","NULL","NULL","NULL"
NA,NA,NA,NA,"hrs","Sm3","Sm3","Sm3","Sm3","Sm3"
NA,NA,NA,NA,NA,"10037080.61","1475370435.94","15318578.35",NA,NA
NA,NA,NA,NA,"From simulator","9980819","1443979050","14400379",NA,NA
